Sym	Name	UniProt	Description	GeneID	STRING ID	TDL	DTO_Lvl3	DTO_Lvl4	DTO_Lvl5	DTO_Lvl6	mouse_symbol	support	support_count	confidence	Subcell_Location
ULK4	ULK4_HUMAN	Q96C45	Serine/threonine-protein kinase ULK4	54986	ENSP00000301831	Tbio	protein kinase	other group	ULK family		Ulk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm| Cytosol| Mitochondria
VRK1	VRK1_HUMAN	Q99986	Serine/threonine-protein kinase VRK1	7443	ENSP00000216639	Tbio	protein kinase	CK1 group	VRK family		Vrk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Cytosol
VRK2	VRK2_HUMAN	Q86Y07	Serine/threonine-protein kinase VRK2	7444	ENSP00000408002	Tbio	protein kinase	CK1 group	VRK family		Vrk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Endoplasmic Reticulum
VRK3	VRK3_HUMAN	Q8IV63	Inactive serine/threonine-protein kinase VRK3	51231	ENSP00000469880	Tbio	protein kinase	CK1 group	VRK family		Vrk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Vesicles
WEE1	WEE1_HUMAN	P30291	Wee1-like protein kinase	7465	ENSP00000402084	Tchem	protein kinase	other group	WEE family		Wee1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoli
WEE2	WEE2_HUMAN	P0C1S8	Wee1-like protein kinase 2	494551	ENSP00000380675	Tchem	protein kinase	other group	WEE family		Wee2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm| Cytosol
WNK1	WNK1_HUMAN	Q9H4A3	Serine/threonine-protein kinase WNK1	65125	ENSP00000341292	Tchem	protein kinase	other group	WNK family		Wnk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
WNK2	WNK2_HUMAN	Q9Y3S1	Serine/threonine-protein kinase WNK2	65268	ENSP00000297954	Tchem	protein kinase	other group	WNK family		Wnk2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Cytosol
WNK3	WNK3_HUMAN	Q9BYP7	Serine/threonine-protein kinase WNK3	65267	ENSP00000346667	Tchem	protein kinase	other group	WNK family		Wnk3	Inparanoid,HomoloGene,HGNC,Ensembl,NCBI,Panther,OrthoDB	7	moderate	Vesicles
WNK4	WNK4_HUMAN	Q96J92	Serine/threonine-protein kinase WNK4	65266	ENSP00000246914	Tbio	protein kinase	other group	WNK family		Wnk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Cell Junctions| Cytosol
YES1	YES_HUMAN	P07947	Tyrosine-protein kinase Yes	7525	ENSP00000462468	Tclin	protein kinase	TK group	SRC family		Yes1	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Plasma membrane
ZAP70	ZAP70_HUMAN	P43403	Tyrosine-protein kinase ZAP-70	7535	ENSP00000264972	Tchem	protein kinase	TK group	SYK family		Zap70	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cell Junctions| Cytosol| Plasma membrane
